title,icon,installs,reviews,size,content_rating,free,price,iap,android_version,len_title,main_category,category,iap_min,iap_max,updateDays,rating_class,rating
e-Título,https://lh3.googleusercontent.com/3hLfXYAtPoDX-WjQMaKFSf7IiMMAT5YyCEmCi6C_skWeonswuzQMjQtTOxxPDBhJW54,10000000,41375,5.1,1,1,0.0,0,1,8,27,SOCIAL,0.0,0.0,-164,1,4.4
iflix,https://lh3.googleusercontent.com/eA-tBkSEB_YinDrnVvt7xIK_9zkPl0xCgw2jAi-AvgwjtKEdmOfJ7sSz3izHwaMBzA,50000000,446776,25.194680851063833,4,1,0.0,1,2,5,9,ENTERTAINMENT,0.99,40.0,-2,0,4.1
White Noise Baby,https://lh3.googleusercontent.com/spLZOrxAmqcW1CptuWRdHZQ8SWSjiwe9LRUwkQG3NeHL4JOpXG0ZWGSNfa2_Eoe6cwIU,1000000,10974,40.0,1,1,0.0,1,0,16,17,LIFESTYLE,0.99,99.99,-8,1,4.8
CheckPoints 🏆 Rewards App,https://lh3.googleusercontent.com/9v3cOVDwhzRbemyzt4w5_zXY1bwxifuK8XfHdLz6UZXaigIXz3RO0-LMw8XPNO_9XCJ0,1000000,23483,18.0,1,1,0.0,0,2,25,26,SHOPPING,0.0,0.0,-17,0,3.9
Die TK-App,https://lh3.googleusercontent.com/NA2CHgWurjEvBcodWEv4nUyugv0Yd_jKtAdXTcDKutiaj5EPFooT7OCXrQbE8pObmY4,500000,21172,50.0,1,1,0.0,0,3,10,14,HEALTH_AND_FITNESS,0.0,0.0,-2,1,4.6
SpotHero: #1 Rated Parking App,https://lh3.googleusercontent.com/eqHWRbD4WeQereeyaNShyuJEu9VaNQYUGoKGMTQzJav3MS0TYGlDAoO9G1y2DYl6tkg,1000000,4519,31.236,1,1,0.0,0,1,30,18,MAPS_AND_NAVIGATION,0.0,0.0,-8,1,4.4
My Pain Diary,https://lh3.googleusercontent.com/VM4j9UpM4DD54gdusPt-5ZoQ8L1zKvl1abcadnaSf0JNtN8gddVhq5Pqo0LR_np_Td4x,5000,299,1.8,1,0,4.99,0,3,13,19,MEDICAL,0.0,0.0,-1272,0,4.1
Jazz World - Manage Your Jazz Account,https://lh3.googleusercontent.com/WF3L8CvUDZdyMIjQOEBkTalQZf1CI-Q4gtSJ-PJpWaIbZtO4pVRqllysCXFeqp5-abXy,1000000,80257,16.0,1,1,0.0,0,3,37,4,BUSINESS,0.0,0.0,-37,1,4.6
Step Counter - Pedometer Free & Calorie Counter,https://lh3.googleusercontent.com/npaclDXUYgM-lfVkk7NTMyuXudUVdXbeaxsVG_FTvKHC2kru7dmW2WqS4-69NVDUWA,10000000,269762,8.3,1,1,0.0,1,3,47,14,HEALTH_AND_FITNESS,2.99,59.99,0,1,4.6
Video Player All Format for Android,https://lh3.googleusercontent.com/qmEhixTqqCiwymeIzNx_RndVtIhX0O54J93j6doPU501E92VXkHKHCPb7GLqESai83M,1000000,27531,4.4,1,1,0.0,0,1,35,31,VIDEO_PLAYERS,0.0,0.0,-1,1,4.5
Learn to Speak English,https://lh3.googleusercontent.com/0XJYT7b3JzHJ1HYtDEvFNC8TMbHm8q8VcwSJXOTp5b2yNqe5hPZyY9zvYmFWR9w29w,5000000,36110,7.5,1,1,0.0,1,0,22,8,EDUCATION,2.99,4.99,-279,1,4.7
Costco Wholesale,https://lh3.googleusercontent.com/7KT5m12yK_F-IVSrIeJu6GdI6wQdlEEcK0JCd2S9_0Gb9hwR6q7Xw3Gau10Vun68WpQ,5000000,25500,71.0,1,1,0.0,0,2,16,26,SHOPPING,0.0,0.0,-8,0,3.3
"GO Weather - Widget, Theme, Wallpaper, Efficient",https://lh3.googleusercontent.com/kWal6HnOV3M3bhhnt564Jv1wNd-kzOfnheF9vRq6GZUnMojOtSR8Wf3uuMmuF1GiDgQ,50000000,1410376,21.0,1,1,0.0,1,2,48,32,WEATHER,0.99,200.0,-310,1,4.6
"MOLDIV - Photo Editor, Collage & Beauty Camera",https://lh3.googleusercontent.com/LOqbdTshmIS4M9OLkQNhg3-ZclrUL_CA5aa0UnDIqov5YBrhEdlA1wA60J9CoZjiCto,5000000,135380,82.0,1,1,0.0,1,1,46,24,PHOTOGRAPHY,0.99,11.99,-43,1,4.4
Jango Radio,https://lh3.googleusercontent.com/2vNxUCas8fi0N7yfQBJGmcZvb1eX1eksCiSEIJLnNmzsNT3zjvrWm3LKvEfhwIznA7al,5000000,111991,21.515178571428574,4,1,0.0,0,1,11,20,MUSIC_AND_AUDIO,0.0,0.0,-31,1,4.4
Naver TV,https://lh3.googleusercontent.com/r4o_VAt3SY7UY8sK9yzJRcOWwpAfDsxFiYcqJn0_s9olpmJV-d1suN_athfsQ8wr5nQ,10000000,94094,22.02707547169811,4,1,0.0,0,1,8,31,VIDEO_PLAYERS,0.0,0.0,-3,0,3.3
"TT Fast Cleaner – phone cleaner, free up space",https://lh3.googleusercontent.com/JkDu0_kiHg052rSgCbZP7SyBUyZ8IPIvUK6bh4i2TS-lE1AYiUtwdffHEpR4TjVOw-zd,1000000,9402,7.5,1,1,0.0,0,1,46,25,PRODUCTIVITY,0.0,0.0,-1,1,4.4
Download from Instagram (Pictures & Videos),https://lh3.googleusercontent.com/eq5cxu8y5Pc2_GR8bp44JpnpRj6p7a_jsBI-j8DHgZlj1NpqAXJDZdmIuMvl74l2ZR4,500000,10432,14.0,1,1,0.0,0,1,43,27,SOCIAL,0.0,0.0,-218,1,4.5
Muscle Trigger Point Anatomy,https://lh3.googleusercontent.com/dX8bDLm4Aq0vF131uvjJO83EghJ9fIPIEfgLdcXwUXF7iZnpxkR53uy94H9FHocJRQ,50000,1458,34.0,1,0,2.99,0,3,28,19,MEDICAL,0.0,0.0,-101,1,4.6
Perfect Piano,https://lh3.googleusercontent.com/x9HL-yzNmqTQp6ENzRity_7AmBr9CsuhrmgAfeYt5VHb-834i1GsduPmi0-RCCFt0tI,50000000,873256,45.0,1,1,0.0,1,1,13,20,MUSIC_AND_AUDIO,0.99,12.99,-39,1,4.4
substratum theme engine,https://lh3.googleusercontent.com/n0YS7ID6ftxRA5smu1uABk9Qdf03nHllRSqhrq5DVfpch22HaFYKyKHYPn2zURcmX54,1000000,14761,11.946320987654321,1,1,0.0,0,1,23,23,PERSONALIZATION,0.0,0.0,-22,0,3.3
HD Camera - Best Cam with filters & panorama,https://lh3.googleusercontent.com/NVtYzYB7lQIZfAqd5GPVHrmw16-oGml0R_uKOwcXEeSvirsyvQ6lMD9Wq7hpvBuoEZ00,10000000,98458,16.0,1,1,0.0,0,1,44,24,PHOTOGRAPHY,0.0,0.0,-52,1,4.4
Arm Workout - Biceps Exercise,https://lh3.googleusercontent.com/jcM-qBZj8qw8Rzs8RA3_Guka0FjL5xN1inhGUITagC8cROgkil-NrmupK4-CZXwUrA,10000000,115068,12.0,1,1,0.0,0,3,29,14,HEALTH_AND_FITNESS,0.0,0.0,-323,1,4.7
App Vault,https://lh3.googleusercontent.com/9u7SCWt0PxgZP18-kL3Jb69PVuSg1naLbNWKodyDrX1RMPXgYAwkp1C0vD9RRDDo2w,10000000,1013,12.0,1,1,0.0,0,0,9,29,TOOLS,0.0,0.0,-17,0,3.9
Weight Loss Fitness by Verv,https://lh3.googleusercontent.com/e4UvogeMFWc0H8QDwSbD2SBHpZkK7pqlP-1KJXBS-16DfdpQ7qQMAhJ8LRBMZrTKUUc,1000000,8085,25.8864,1,1,0.0,1,3,27,14,HEALTH_AND_FITNESS,0.99,69.99,-78,0,4.0
Recipes by The Healthy Chef,https://lh3.googleusercontent.com/EKiOQ6MKFxnx9aU6B8_9W2e8xYbyohJ_SHXQV0v9CbqzltaY3AKh_-CUtVnKi8iwnA,1000,41,84.0,1,0,2.99,1,3,27,14,HEALTH_AND_FITNESS,0.99,99.99,-340,0,4.2
Night shoot the most important matches Follow-up,https://lh3.googleusercontent.com/kp2bc78W993Vrw2xzdw8DJLNpTdyxOydhfEj9WG20W-GD23RnrJfeK0y9Q3SXW8GTQ4,1000000,9165,11.0,1,1,0.0,0,3,48,28,SPORTS,0.0,0.0,-32,1,4.5
Unit Converter,https://lh3.googleusercontent.com/2KYRFOsxfFlYIipecoMsvh6LvkF24abRGZAcIImLgafaHmQNGizQRV_bSpqBZuv3_Q,1000000,28238,1.9,1,1,0.0,1,0,14,29,TOOLS,0.99,99.99,-696,1,4.6
U.S. Bank - Inspired by customers,https://lh3.googleusercontent.com/0pCA0Z4YZ5CIj0A-xoh1eNdOXpvLpLjIuxdA3eAfWqxdboWkzLc8FoGZ-JAankmzbj4Y,5000000,154035,86.0,1,1,0.0,0,3,33,11,FINANCE,0.0,0.0,-3,1,4.4
"WhatSmiley - Smileys, GIF, emoticons & stickers",https://lh3.googleusercontent.com/rjTFhyMC04AuIVJsytek8-zmqEBrqmzl-47b87h2RccT0k6ESHsu-9rXTgVJpjIEV2uY,5000000,52011,19.0,4,1,0.0,1,1,47,27,SOCIAL,0.99,2.49,-20,1,4.6
Currency Converter Plus Free with AccuRate™,https://lh3.googleusercontent.com/0Lx75nWQilrpeo8GVypbcsPNqjozCyiJllZGBlQ3fouh97gyTmJfFpV3pxElmBucCjUR,5000000,80444,12.0,1,1,0.0,1,3,43,30,TRAVEL_AND_LOCAL,0.99,1.99,-43,1,4.8
FuPa,https://lh3.googleusercontent.com/2KqdssiFcJHone4xFE0MG0c_H3sDESuhTy4PECIPwoJ8iVa29xfV-G_QXI93zrJBf8Q,500000,2624,4.3,1,1,0.0,0,3,4,28,SPORTS,0.0,0.0,-436,0,3.4
Radio FM,https://lh3.googleusercontent.com/kBXRW_lN133DN1x0L7vLFhqHPwBPB2vJMnOPNbs7ygldRNadPI9D89xgaDqz-arbhnW2,50000000,555858,17.0,4,1,0.0,0,1,8,20,MUSIC_AND_AUDIO,0.0,0.0,-6,1,4.6
GuitarTuna - Tuner for Guitar Ukulele Bass & more!,https://lh3.googleusercontent.com/fncHoaxMdpJoXVs61jdTSugZDtyPL_gqA2TxcwkKXvr80ixqw-cSgO8Bwq9zltH4CObC,50000000,1614502,10.993586956521739,1,1,0.0,1,0,50,29,TOOLS,0.99,49.99,-8,1,4.8
Tim Hortons,https://lh3.googleusercontent.com/zScFS2Y-H_crW7WbEXz4GbWGv6cuNOg7bWRFs0L19936utOhpDpoEc4qSG6jYNdUYnc,1000000,12412,30.0,1,1,0.0,0,3,11,12,FOOD_AND_DRINK,0.0,0.0,-16,0,2.8
MeWe,https://lh3.googleusercontent.com/MXxTMo9fY9vq7gpXCR6wNgl9wwthyVr0j3qxYAUFxODn54-T4LqN3c8r7cIqHwfvdS8,1000000,60293,15.0,3,1,0.0,1,1,4,27,SOCIAL,0.99,399.99,-3,0,4.2
USAA Mobile,https://lh3.googleusercontent.com/CVSswkOHgpMYMHqeiFgxdSG2_nVJanl11yoBCHQHqEYYB5KpZfBLvJySXquffGga-hA,5000000,133755,45.0,1,1,0.0,0,3,11,11,FINANCE,0.0,0.0,-8,1,4.7
mysms SMS Text Messaging Sync,https://lh3.googleusercontent.com/9DbqAg-LBEXwPhsuSF-zG4Wy7m44hEnKHStSLTRuSM-lrRHE3ZlgaKvg_tX-Sew2JPk,1000000,39039,8.4,1,1,0.0,1,1,29,6,COMMUNICATION,1.99,19.99,-208,0,4.2
Lapse It • Time Lapse • Pro,https://lh3.googleusercontent.com/bjq15dnLgl6qufSUrJR2-_WdliDl4nWrIpN2IX4XWupSORh7C5vLYUAEk2gyysEHJw,100000,13530,6.9,1,0,3.99,1,1,27,24,PHOTOGRAPHY,0.99,1.99,-1828,0,4.1
Ankara Ladies Dress 2019,https://lh3.googleusercontent.com/4I0ZL-b2gXa_UPsJS0zWUyoKKYrF_3UdlaXAZnDuPNTyVnlM-kkfE-EgUmzUhXl6f4c,500000,1401,7.0,1,1,0.0,0,0,24,17,LIFESTYLE,0.0,0.0,-79,1,4.5
Termina,https://lh3.googleusercontent.com/lag0ounRzMl8Htxa-wAtmAqmRZ1QKzhYFgi9uPga-mG3ROzIpmDXHwlgO6_VKEzf3w,500,39,11.946320987654321,1,0,0.99,0,1,7,23,PERSONALIZATION,0.0,0.0,-623,0,4.2
Photo video maker,https://lh3.googleusercontent.com/XgI9ee44S7gtGqN1vytKCx1-3u6287zgEC5Il3iThnPSUC6k9OF6FVr52nDr2rHNF5g,1000000,29422,20.0,1,1,0.0,0,1,17,31,VIDEO_PLAYERS,0.0,0.0,-196,1,4.5
Couch to 5K®,https://lh3.googleusercontent.com/LHKVqpiaLMXDX4r05WYV0IKZc1sphtp81Io4tCO0ENgaOFYEdW9UHupiseYbM95wR-s,100000,13233,25.8864,1,0,2.99,0,3,12,14,HEALTH_AND_FITNESS,0.0,0.0,-491,1,4.5
Genius — Song Lyrics & More,https://lh3.googleusercontent.com/e6-dZlTM-gJ2sFxFFs3X15O84HEv6jc9PQGgHtVTn7FP6lUXeEAkDl9v4RfVOwbSuQ,5000000,62938,21.515178571428574,4,1,0.0,0,1,27,20,MUSIC_AND_AUDIO,0.0,0.0,-11,0,4.1
"Anonymous Chat Rooms, Dating",https://lh3.googleusercontent.com/dPG3LmuZdMCZC6iTCeS0BUAGmqe3VOyLpFJdCUZ4H6UX8vSi9TdXlhNkd3Jjq395KLU,100000,5733,17.0,3,1,0.0,1,3,28,7,DATING,0.99,249.99,-6,0,3.9
RetroSelfie - Selfie Editor,https://lh3.googleusercontent.com/UXFfYi5uAc5KgwS1ydF5KkFYh01nQ_E01p7kFZm-tpv_Nwo9BP7-BZT3qYDlcHZWe_c,10000000,107089,15.0,1,1,0.0,0,1,27,24,PHOTOGRAPHY,0.0,0.0,-173,0,4.3
Photomath,https://lh3.googleusercontent.com/E_kpq1HGn5WU2P4S2yu0BwrPEHqiA-VBh2R7qoIjPFXdNvKA0A-8zi0RzRslUtEOnUvA,50000000,1301669,18.985344262295087,1,1,0.0,1,0,9,8,EDUCATION,0.99,59.99,-14,1,4.7
Call Control - SMS/Call Blocker. Block Spam Calls!,https://lh3.googleusercontent.com/csDVvK9qQ2LXkhHmdUcV2A_GmJFSG-hHR4j1NSbbfLCPbyUD-yZsfdP1o_ztXVZ6vu8,5000000,99410,18.0,1,1,0.0,1,1,50,6,COMMUNICATION,2.99,29.99,-10,1,4.4
Camera 2,https://lh3.googleusercontent.com/j1gHrmR38c66DmzEaIgNn9lpda6UrUJ7n92cc7wAODongJs5l5JoIhIDNiVvTDxt2DU,100000,3243,9.8,1,1,0.0,0,1,8,24,PHOTOGRAPHY,0.0,0.0,-1690,0,4.3
TurboScan: scan documents & receipts in PDF,https://lh3.googleusercontent.com/bpLVtePAWLlrVdyQKLzxMYfkLaxgQzZZcXLXHCfUOvO0m7R-KLAJFJ1RXUKs7_gh1WU,1000000,12298,22.59268292682927,1,1,0.0,1,3,43,4,BUSINESS,0.99,99.99,-3,1,4.6
Free Random Video Chat,https://lh3.googleusercontent.com/kj8v0ryDJ2JvEHAnUMtricPPyYrwBfY6V1fogpbemUHwKc6sbsfUcb6etQHZJWs_uw,10000,15,7.0,3,1,0.0,0,3,22,7,DATING,0.0,0.0,-94,0,3.3
Rentals by Homes.com 🏡,https://lh3.googleusercontent.com/IHY-XTd92fWNlfokLa9hTom9ptCqkLYDZZkk32R5Lq1yF1mirK7QKHUV5tPurLlddGLA,500000,3525,17.0,1,1,0.0,0,3,22,15,HOUSE_AND_HOME,0.0,0.0,-459,0,3.9
Planner 5D - Home & Interior Design Creator,https://lh3.googleusercontent.com/6nSdo2fLjJrqqNfMEhoA9YOnCKl3IrHXNMNREPrqyobdB9mBhrvrcCbiQsbDr0H-ew,10000000,247045,80.0,1,1,0.0,1,0,43,17,LIFESTYLE,2.99,29.99,0,0,4.3
Comedy Central,https://lh3.googleusercontent.com/aqHUD7Bo03lWTCBryw9-sAhjroDx133E4cKw6pYIiTiDiUfMY6puYWp88KrCWNcsNk7S,1000000,23393,22.0,4,1,0.0,0,2,14,9,ENTERTAINMENT,0.0,0.0,-99,0,3.4
E*TRADE: Invest. Trade. Save.,https://lh3.googleusercontent.com/FhVp6-HgrAc5RMBY450FtUwyRs3MvImlgjAAd9nBDXfUuQLtr4gDx2tUIEGcv_6EhQPd,1000000,11994,44.0,1,1,0.0,0,3,29,11,FINANCE,0.0,0.0,0,0,4.1
"L'Équipe - Sport en direct : foot, tennis, rugby..",https://lh3.googleusercontent.com/EdKCxuKgdzJGciT3IuDmEGQkC9_HLj2RbfN-yco_andKnOnHwPsS9FqsKmXcv0CW8mc,5000000,114223,14.0,1,1,0.0,1,3,50,28,SPORTS,0.99,21.41,-3,0,4.0
TOEFL Prep & Practice from Magoosh,https://lh3.googleusercontent.com/n9i2pPyWcXka8nI6d_fi7ACXgIN7mWi6IyK_rxU8dmQcQHh-ZfPxq3lsSJbAsG1904M,100000,1145,14.0,1,1,0.0,0,0,34,8,EDUCATION,0.0,0.0,-179,1,4.5
Instant Match For Tinder,https://lh3.googleusercontent.com/pBuYxuLPcmWYiQDLgVJzEnP-AAuXwswMB0z0r3ghaPpbYTm-3LL5LeNH_dpMgx4p9YE,100000,849,3.4,3,1,0.0,1,3,24,7,DATING,0.99,12.99,-149,0,3.2
SuperPhoto - Effects & Filters,https://lh3.googleusercontent.com/1cfbaJwKUl_xfUtD2_4p4oPa1Ep1L3LH5Y5mjBt6z1IrbitZ6LbWLYUhCrvGkp9xxJ8,5000000,42862,25.74569072164949,1,1,0.0,0,1,30,24,PHOTOGRAPHY,0.0,0.0,-779,0,4.1
Travel Channel GO,https://lh3.googleusercontent.com/fAQewlj4O6OWRCReMV-ysG2Ip3i7Yz3TBxhFEeipV0BqK9nQk_siCt36ksBIZGmglGUt,500000,7451,27.27225316455696,4,1,0.0,0,3,17,30,TRAVEL_AND_LOCAL,0.0,0.0,-1,1,4.7
Self-help Anxiety Management,https://lh3.googleusercontent.com/wG0jI1izXrkVb4fsdyC5DfiG4YEYWm_JB0I2MC4OLo7z59l_xY86vwDLuuxgFSKWEA,500000,2893,23.0,2,1,0.0,0,3,28,14,HEALTH_AND_FITNESS,0.0,0.0,-989,0,4.0
Cross DJ Free - dj mixer app,https://lh3.googleusercontent.com/iJr58lktGXW8e0CWlikSz2DaZlAf9Mstbtv86KL4kiGpBP1Bkq7ThzfUxk5Z4SmCqic,10000000,110042,31.0,1,1,0.0,1,1,28,20,MUSIC_AND_AUDIO,0.99,8.99,-155,0,4.3
English Grammar Master,https://lh3.googleusercontent.com/gkEoyOuYCCZYH8_eQnOzVj391CToj4n0Xg1Jp8XVRMEyA-G3jKSzftnO9B0rkhjyCcA,1000000,16114,3.9,1,1,0.0,0,0,22,8,EDUCATION,0.0,0.0,-82,0,4.3
Bed Time Fan Noise - White Noise Fan Sleep Sounds,https://lh3.googleusercontent.com/J5rFixLBZDPCrmUgtskQtggNGq1aBnTV30qOn_TP7xVAkDrRWhfob5QbT8mQ2Ux9dA,1000000,12006,8.7,1,1,0.0,0,0,49,17,LIFESTYLE,0.0,0.0,-366,1,4.5
SAP Concur,https://lh3.googleusercontent.com/p-SI-FKdXrZ33jpaF08K8sG9QiQVYCsqggS8LyjLSsUS7Fy9YqUeegt0WwRPd4ccfsA,1000000,53849,90.0,1,1,0.0,0,3,10,4,BUSINESS,0.0,0.0,-1,0,2.9
Castlight Mobile,https://lh3.googleusercontent.com/88xqKdwfgX-GihY7BeaeUtcAP7Wu58DQqiEhEjsfNRE2IKs7wvWTRLi62h2Rl-_Ccy1O,100000,1578,43.0,1,1,0.0,0,3,16,19,MEDICAL,0.0,0.0,-25,0,4.2
Relax Ocean ~ Nature sounds: sleep & meditation,https://lh3.googleusercontent.com/9jp0kcvLKTODJOqsgtEJw9YV5PKXKc4E5Mk7oUzQSGcLuGPCPXdejWH_rJVPK8mHBLw,500000,11057,19.05330693069307,1,1,0.0,1,0,47,17,LIFESTYLE,0.99,99.99,-144,1,4.6
Live Score Thscore- check all leagues worldwide.,https://lh3.googleusercontent.com/KchZ7eBBS1whPplKNDCx-qfuGw-0W66bFyC88smpvi3H15yw44poV3soAmQCSm4ECQ,100000,8346,12.0,1,1,0.0,0,3,48,28,SPORTS,0.0,0.0,-2,1,4.4
F@st Mobile,https://lh3.googleusercontent.com/dbK9jLi1lgqKSD21KTd1n_Av5Uz_Hvot3OLIE-KoisUZc8xrEd73OQtZOFjIDpXWMw,1000000,17896,51.0,1,1,0.0,0,3,11,4,BUSINESS,0.0,0.0,-7,1,4.6
Standard Bank / Stanbic Bank,https://lh3.googleusercontent.com/eA5Wh89ObNRqlaweoqe61spw7138rAclaLRTo00OYoIUxiEoojuxLDzdFFZfBiWhxKU,1000000,23788,61.0,1,1,0.0,0,3,28,11,FINANCE,0.0,0.0,-4,0,3.8
myPhonak,https://lh3.googleusercontent.com/BmARbH2Y0cs48a8WpAk5GXg2VfyRVnKYzX3ba5J8eKx8yvgb5JoRtubwJ1sKsLuD0g,50000,193,34.0,1,1,0.0,0,3,8,19,MEDICAL,0.0,0.0,-35,0,2.8
ChatGram | No filter | G Instant Chat,https://lh3.googleusercontent.com/dL0Ls9goyHDl0d32Q3c4Q1eIc4X_dtpKnKFMEQNtpXyuOCwgT55fCMMZSJGRsVou4SM,50000,700,23.0,1,1,0.0,0,1,37,6,COMMUNICATION,0.0,0.0,-9,0,4.2
لرنیت | آموزش زبان انگلیسی,https://lh3.googleusercontent.com/r07nkxKf0nhNN8ZtVL0TKjSN8SuFa-izAFmw_VLnULCO0cG5eWA21fdPu15goyDTRw,100000,7179,6.9,1,1,0.0,0,0,26,8,EDUCATION,0.0,0.0,-39,1,4.8
Waterfall Live Wallpaper,https://lh3.googleusercontent.com/oMdqeeNMqsC8NBCpG8Lb09C98s72YZ5tA7ND4-VwuSzLlmlPLlYVcFvQPQSW9FkhLA,10000000,113076,13.0,1,1,0.0,0,1,24,23,PERSONALIZATION,0.0,0.0,-73,0,4.3
MTV,https://lh3.googleusercontent.com/zKMAeD3mGsbIO_FWp6K4PeMdC-7SivoA_jaodW0bcqFWiHZVVUn4rKdghbREZpWQZA,1000000,36759,22.0,4,1,0.0,0,2,3,9,ENTERTAINMENT,0.0,0.0,-99,0,3.4
IROKOtv,https://lh3.googleusercontent.com/9s6BGrTSXgb4_6N4WE5etaDkfqJcrFfTQIj9jrVmUm1vFxkJg7mw_NxlUYGubBLW3w,1000000,22463,34.0,4,1,0.0,1,2,7,9,ENTERTAINMENT,6.99,24.99,-38,0,4.1
SMS Backup & Restore,https://lh3.googleusercontent.com/_YbxUquV2BQZPEBrwu344nqOtG_DQF5FTjDBuzBH0nZNLq3BSK72ZoWi63pf-VfiBA,10000000,103963,10.993586956521739,1,1,0.0,0,0,20,29,TOOLS,0.0,0.0,-17,0,4.2
Messenger Home - SMS Widget and Home Screen,https://lh3.googleusercontent.com/ggrCAU2Cm4V_7bZG42qdhPVhkRt5flXwJd9xKqfxhtGm0cV8tO-YQhVPg7175uTsxw,1000000,33068,24.0,1,1,0.0,1,1,43,23,PERSONALIZATION,0.99,17.99,-1,0,4.1
"Carousell: Snap-Sell, Chat-Buy",https://lh3.googleusercontent.com/kKAzG4q6hhx6dprYBdzFTsUeZocqwsuTL-dvuotPjHDaP1CdBdS2wO8VeQzTntNIo7-u,10000000,155337,29.649494949494947,4,1,0.0,1,2,30,26,SHOPPING,0.99,179.99,-4,0,4.3
Voetbal.nl,https://lh3.googleusercontent.com/-FKX-QgZpo7GS11fN1M1AVrlvJPNWQgjkn3hV9RA-P9OzwmgTiUU3eWv8PDCobZYqso,1000000,9657,8.6,1,1,0.0,1,3,10,28,SPORTS,0.99,99.99,-37,0,3.8
Southwest Airlines,https://lh3.googleusercontent.com/vrjZfz_lztdUB8Aai-hyM7esx1Ru9Jm5pPsvtuHxTub64v4ekRe8RxqnuXhTdiO6vXs,10000000,49858,12.0,1,1,0.0,0,3,18,30,TRAVEL_AND_LOCAL,0.0,0.0,-1,1,4.7
Beeline (Uzbekistan),https://lh3.googleusercontent.com/ewXnd-DcleoJZdtxhMuiaZlFFncRMtnFrVK7b3r7-7sPP8Vw8GoaDki9oe2Vzsa4M-M,1000000,64341,11.0,1,1,0.0,0,3,20,4,BUSINESS,0.0,0.0,-24,1,4.7
PMHNP-BC Pocket Prep,https://lh3.googleusercontent.com/Y1P8fFHPHyD3F0lCRwTk9sg-hTwJUcaOxh3Rz8iHcgJbmh4f0JIQTHp2XbG5sUSLzSw,1000,231,13.0,1,1,0.0,1,3,20,19,MEDICAL,14.99,39.99,-74,1,4.6
Calculator,https://lh3.googleusercontent.com/POgn4x_Jrz18VxrjbZC88ijwZJwmOjs2flX1KC0Kz7IF1oncFoKOMsWfFKntJjc20BRJ,100000000,108525,2.6,1,1,0.0,0,0,10,29,TOOLS,0.0,0.0,-32,1,4.4
"Height Increase - Increase Height Workout, Taller",https://lh3.googleusercontent.com/YYgQUFXWlzk-Hf43iOJ6fTkrkgOcQ-yif7QsgNPdRzkGgeCFOIGzhzIyIcoLwh11-g,5000000,27578,9.0,1,1,0.0,0,3,49,14,HEALTH_AND_FITNESS,0.0,0.0,-71,1,4.6
Bright Weather,https://lh3.googleusercontent.com/8uVlRqMILACgr92BleY7WEpC4Z1Y122s2y-7NhO5RZD5kSeWQ0ZhYuuzeOTqH7Ns1I3N,500000,16765,6.4,1,1,0.0,1,2,14,32,WEATHER,0.99,99.99,-1474,0,3.8
radiko for Android,https://lh3.googleusercontent.com/GvwfQwHX_bu2sQjetmfpZ0zjR1iNwC_2xTVsokCnVJrVQfWEMw9sAo2B5EaiUVpIig4,10000000,48772,22.02707547169811,1,1,0.0,0,1,18,31,VIDEO_PLAYERS,0.0,0.0,-10,0,2.5
Room Planner: Home Interior & Floorplan Design 3D,https://lh3.googleusercontent.com/ozshD-TVREW5qzEj_t3X_Sgu9f12vXX8x2hl06xnuJmoPJQd_insn2txQYmMu77H8Z0,1000000,14877,47.0,1,1,0.0,1,3,49,15,HOUSE_AND_HOME,1.99,399.99,-8,1,4.4
DJ Loop Pads,https://lh3.googleusercontent.com/HjY69Qpj9F7qOm3RDnIJQjqOipm7wLJA0CRvSIh-5c_LvPz1n62Or-66W6vK3eLKMQ,10000000,45902,69.0,1,1,0.0,1,1,12,20,MUSIC_AND_AUDIO,1.49,3.99,-7,0,4.1
Email App for Any Mail,https://lh3.googleusercontent.com/2HCCRi_TAF2arEs8-oSOPHX878zUOLDTNmidbJyM0NuVHS-Vh2nxU3ZJ6SGAUtabQ2g,5000000,45764,22.411333333333335,1,1,0.0,0,1,22,6,COMMUNICATION,0.0,0.0,-227,0,4.3
Mutual - LDS Dating,https://lh3.googleusercontent.com/G9ZGzCsQo_KCjqCdHHM07vx5RBmdQZQvOuDVgeA2Gz9cmqlSK_2zf9QZFpWYOhWI8U8,100000,3160,41.0,3,1,0.0,1,3,19,7,DATING,7.99,59.99,-4,0,4.0
Fonts - Emojis & Fonts Keyboard,https://lh3.googleusercontent.com/Bygvey9SQnWBKAnB1QwIWyRaKx2DqYOLuhiXqWgQWBMMsrx2XQfaCFC28mM6BM8ZeQ,500000,4017,3.3,1,1,0.0,0,1,31,23,PERSONALIZATION,0.0,0.0,-55,0,4.2
Mayo Clinic,https://lh3.googleusercontent.com/jgTqCpc93Q4dqm5V2mrhQyS0J0ikyP0yB1t-ZxODRtCHVSC2IqMQGFwXu63HtHDCPw,1000000,5576,26.06582876712329,1,1,0.0,0,3,11,19,MEDICAL,0.0,0.0,-8,0,4.2
QK Themes,https://lh3.googleusercontent.com/X_3U5ghF9RyaMDoKZ_8THWFZENXnPPEKUrX_xnDwCqlhgPuf09l5_2zkOdEox5Er_4OK,10000000,2797,9.1,1,1,0.0,0,1,9,23,PERSONALIZATION,0.0,0.0,-29,0,3.9
